timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post
1617897600000,4507700,14.2974,14.5684,14.278,14.4716,0.1936,1.36,0.83,67195663.0,,
1618156800000,3659070,14.4232,14.5975,14.2587,14.2587,-0.2129,-1.47,0.68,54372595.0,,
1618243200000,5083860,14.249,14.4039,13.9199,14.007,-0.2517,-1.77,0.94,74117325.0,,
1618329600000,2468960,14.0167,14.3748,14.0167,14.1522,0.1452,1.04,0.46,36250723.0,,
1618416000000,2799686,14.1619,14.2103,13.9392,13.9973,-0.1549,-1.09,0.52,40567729.0,,
1618502400000,2385567,14.036,14.2587,14.0167,14.22,0.2227,1.59,0.44,34918023.0,,
1618761600000,3435082,14.2103,14.4523,14.1812,14.4039,0.1839,1.29,0.64,50985299.0,,
1618848000000,9368890,14.4039,15.0524,14.278,14.8201,0.4162,2.89,1.73,142843406.0,,
1618934400000,6197332,14.6168,14.6168,14.3071,14.3264,-0.4937,-3.33,1.15,92355444.0,,
1619020800000,2835166,14.3264,14.4232,14.278,14.2877,-0.0387,-0.27,0.52,41965840.0,,
1619107200000,3590154,14.2877,14.3748,13.9876,14.0748,-0.2129,-1.49,0.66,52287349.0,,
1619366400000,3302075,14.0651,14.1328,13.9005,13.9005,-0.1743,-1.24,0.61,47775861.0,,
1619452800000,2816444,13.9005,14.0554,13.6488,13.7166,-0.1839,-1.32,0.52,40057917.0,,
1619539200000,1733600,13.765,13.8908,13.6488,13.765,0.0484,0.35,0.32,24683217.0,,
1619625600000,6898569,13.7456,13.7553,13.2326,13.3584,-0.4066,-2.95,1.28,95566413.0,,
1619712000000,2648417,13.3584,13.5424,13.281,13.3197,-0.0387,-0.29,0.49,36571294.0,,
1620230400000,2068111,13.2616,13.4456,13.1745,13.2907,-0.029,-0.22,0.38,28486895.0,,
1620316800000,2055551,13.2907,13.4456,13.252,13.3488,0.0581,0.44,0.38,28264774.0,,
1620576000000,3028811,13.3584,13.6392,13.3584,13.6004,0.2516,1.88,0.56,42290396.0,,
1620662400000,2474254,13.6004,13.6972,13.4456,13.4746,-0.1258,-0.92,0.46,34602235.0,,
1620748800000,2789384,13.5811,13.5908,13.2616,13.3584,-0.1162,-0.86,0.52,38461478.0,,
1620835200000,2388286,13.3197,13.4649,13.2423,13.31,-0.0484,-0.36,0.44,32891955.0,,
1620921600000,4010595,13.3197,13.4165,13.1455,13.3875,0.0775,0.58,0.74,55076888.0,,
1621180800000,3697145,13.3875,13.6101,13.3294,13.4262,0.0387,0.29,0.68,51555904.0,,
1621267200000,2320000,13.552,13.5714,13.3681,13.5133,0.0871,0.65,0.43,32322097.0,,
1621353600000,3289200,13.4552,13.4552,13.2423,13.3004,-0.2129,-1.58,0.61,45195177.0,,
1621440000000,2819767,13.2229,13.4359,13.2229,13.4165,0.1161,0.87,0.52,38856497.0,,
1621526400000,3087553,13.3584,13.4068,13.2423,13.2907,-0.1258,-0.94,0.57,42399837.0,,
1621785600000,2995765,13.3004,13.4165,13.1068,13.2616,-0.0291,-0.22,0.55,41093338.0,,
1621872000000,3859922,13.2616,13.4456,13.1745,13.3584,0.0968,0.73,0.71,53154222.0,,
1621958400000,3009560,13.3681,13.4456,13.2907,13.4068,0.0484,0.36,0.56,41610743.0,,
1622044800000,3941801,13.4068,13.6488,13.3584,13.5714,0.1646,1.23,0.73,55111855.0,,
1622131200000,4268105,13.552,13.6779,13.3778,13.3778,-0.1936,-1.43,0.79,59533009.0,,
1622390400000,4493802,13.4552,13.5908,13.3197,13.5811,0.2033,1.52,0.83,62657792.0,,
1622476800000,7597373,13.5811,13.5811,13.2132,13.31,-0.2711,-2.0,1.41,104369221.0,,
1622563200000,4867075,13.2616,13.3197,13.1648,13.2326,-0.0774,-0.58,0.9,66565785.0,,
1622649600000,4519756,13.1939,13.2326,13.1164,13.1455,-0.0871,-0.66,0.84,61380643.0,,
1622736000000,2811243,13.1261,13.1842,13.0196,13.1648,0.0193,0.15,0.52,38023206.0,,
1622995200000,3542478,13.1648,13.2229,13.0293,13.0874,-0.0774,-0.59,0.66,47932185.0,,
1623081600000,3774365,13.0874,13.1455,12.9519,12.9906,-0.0968,-0.74,0.7,50783480.0,,
1623168000000,3520270,13.0003,13.0584,12.8744,12.9228,-0.0678,-0.52,0.65,47056604.0,,
1623254400000,6491161,12.9132,13.3294,12.8841,13.2326,0.3098,2.4,1.2,88373900.0,,
1623340800000,7043566,13.252,13.3294,12.9422,13.0003,-0.2323,-1.76,1.3,95686836.0,,
1623686400000,3617733,13.039,13.1939,12.9712,13.0487,0.0484,0.37,0.67,48801364.0,,
1623772800000,3114581,12.9809,13.039,12.8454,12.8648,-0.1839,-1.41,0.58,41491452.0,,
1623859200000,2882850,12.8648,13.01,12.826,12.9228,0.058,0.45,0.53,38452358.0,,
1623945600000,4552420,12.8744,12.9616,12.7196,12.7486,-0.1742,-1.35,0.84,60110634.0,,
1624204800000,4840305,12.7583,12.8067,12.6324,12.6518,-0.0968,-0.76,0.9,63494295.0,,
1624291200000,4244841,12.7099,12.7389,12.5937,12.6228,-0.029,-0.23,0.79,55464518.0,,
1624377600000,8157166,12.6421,12.9325,12.3904,12.9228,0.3,2.38,1.51,106198881.0,,
1624464000000,6021345,12.8744,13.0584,12.768,12.9809,0.0581,0.45,1.11,80553016.0,,
1624550400000,3623450,12.9712,13.1068,12.8454,12.9519,-0.029,-0.22,0.67,48460680.0,,
1624809600000,5986067,13.068,13.2907,13.0196,13.1939,0.242,1.87,1.11,81551097.0,,
1624896000000,4185870,13.2132,13.2616,12.8744,12.9325,-0.2614,-1.98,0.77,56516461.0,,
1624982400000,3499497,13.1068,13.1068,12.7583,12.8164,-0.1161,-0.9,0.65,46490194.0,,
1625068800000,2415911,12.8164,12.9616,12.7486,12.8164,0.0,0.0,0.45,32078631.0,,
1625155200000,2405800,12.8164,12.9422,12.7196,12.7583,-0.0581,-0.45,0.45,31857938.0,,
1625414400000,2991657,12.6808,12.797,12.5744,12.6324,-0.1259,-0.99,0.55,39103007.0,,
1625500800000,4009286,12.5937,12.6228,12.3904,12.4679,-0.1645,-1.3,0.74,51675850.0,,
1625587200000,4446107,12.4776,12.5356,12.2936,12.3614,-0.1065,-0.85,0.82,56892030.0,,
1625673600000,4174149,12.3808,12.526,12.2549,12.2743,-0.0871,-0.7,0.77,53253082.0,,
1625760000000,3739572,12.2646,12.3324,12.1678,12.2162,-0.0581,-0.47,0.69,47265229.0,,
1626019200000,6976415,12.2743,12.8454,12.2743,12.5744,0.3582,2.93,1.29,90525796.0,,
1626105600000,5120934,12.6421,12.6712,12.4001,12.5744,0.0,0.0,0.95,66235846.0,,
1626192000000,5829349,12.5744,12.8164,12.4485,12.7292,0.1548,1.23,1.08,76406220.0,,
1626278400000,3383264,12.7486,12.7873,12.5356,12.584,-0.1452,-1.14,0.63,44142523.0,,
1626364800000,3341595,12.6808,12.7583,12.5647,12.584,0.0,0.0,0.62,43647259.0,,
1626624000000,4240125,12.5937,12.6712,12.3324,12.4969,-0.0871,-0.69,0.78,54658276.0,,
1626710400000,3398840,12.4776,12.4872,12.2356,12.3227,-0.1742,-1.39,0.63,43348939.0,,
1626796800000,4890401,12.2936,12.768,12.2646,12.6324,0.3097,2.51,0.91,63472444.0,,
1626883200000,3925034,12.584,12.7196,12.5647,12.6034,-0.029,-0.23,0.73,51239968.0,,
1626969600000,5771496,12.6131,12.6131,12.2549,12.4388,-0.1646,-1.31,1.07,73988262.0,,
1627228800000,4574045,12.4388,12.5163,12.1097,12.2452,-0.1936,-1.56,0.85,57869370.0,,
1627315200000,3526881,12.2549,12.3904,12.1581,12.3517,0.1065,0.87,0.65,44854418.0,,
1627401600000,5761010,12.2936,12.4098,11.7709,11.9355,-0.4162,-3.37,1.07,71233053.0,,
1627488000000,7082142,12.0772,12.1557,11.6067,11.6459,-0.2896,-2.43,1.31,85184298.0,,
1627574400000,7477351,11.4989,11.8714,11.3812,11.6851,0.0392,0.34,1.38,88419770.0,,
1627833600000,9143859,11.7047,12.2929,11.5871,12.2341,0.549,4.7,1.69,112749782.0,,
1627920000000,30366588,12.3027,13.4595,12.2047,13.4595,1.2254,10.02,5.62,408795101.0,,
1628006400000,25469515,13.6163,13.6163,13.1066,13.4595,0.0,0.0,4.71,346235013.0,,
1628092800000,22956587,13.6359,14.3613,13.5575,13.7928,0.3333,2.48,4.25,327159234.0,,
1628179200000,15285684,13.5281,13.832,13.2536,13.7634,-0.0294,-0.21,2.83,211103250.0,,
1628438400000,12820685,13.6555,14.2633,13.5477,13.8712,0.1078,0.78,2.37,181676417.0,,
1628524800000,8379277,13.783,14.0672,13.5477,13.9398,0.0686,0.49,1.55,118805129.0,,
1628611200000,9615635,13.9398,14.1163,13.832,14.0574,0.1176,0.84,1.78,136972546.0,,
1628697600000,22533703,14.1653,15.3808,14.1555,14.6554,0.598,4.25,4.17,342626323.0,,
1628784000000,12011597,14.5966,14.6064,14.1751,14.2437,-0.4117,-2.81,2.22,175206179.0,,
1629043200000,9426699,14.2143,14.4986,13.7339,13.9398,-0.3039,-2.13,1.74,134438401.0,,
1629129600000,8494763,13.8712,14.0771,13.4399,13.6065,-0.3333,-2.39,1.57,118962031.0,,
1629216000000,5100266,13.6065,13.8712,13.4497,13.7536,0.1471,1.08,0.94,71052951.0,,
1629302400000,4565666,13.7438,13.7634,13.4595,13.5771,-0.1765,-1.28,0.85,63280247.0,,
1629388800000,6061710,13.6261,13.8026,13.234,13.6555,0.0784,0.58,1.12,83863696.0,,
1629648000000,6956608,13.5673,13.832,13.5379,13.7241,0.0686,0.5,1.29,97132666.0,,
1629734400000,4780835,13.7339,13.8222,13.5477,13.6065,-0.1176,-0.86,0.88,66568480.0,,
1629820800000,7930977,13.5771,13.6359,13.234,13.3712,-0.2353,-1.73,1.47,108271013.0,,
1629907200000,8251152,13.332,13.3908,13.0085,13.0379,-0.3333,-2.49,1.53,111082705.0,,
1629993600000,5253913,13.0379,13.3026,12.9399,13.1066,0.0687,0.53,0.97,70155712.0,,
1630252800000,6828830,13.1556,13.5085,13.1164,13.234,0.1274,0.97,1.26,92742094.0,,
1630339200000,9368566,13.2732,13.283,12.6948,12.7438,-0.4902,-3.7,1.73,123034740.0,,
1630425600000,13416658,12.6164,13.2732,12.6164,13.2536,0.5098,4.0,2.48,179639885.0,,
1630512000000,15675854,13.2536,13.93,13.0968,13.9104,0.6568,4.96,2.9,218650842.0,,
1630598400000,45242113,14.5084,15.3024,14.3221,14.8025,0.8921,6.41,8.37,694764184.0,,
1630857600000,18743287,14.7535,14.7535,14.1653,14.1653,-0.6372,-4.3,3.47,274977346.0,,
1630944000000,29829224,14.2437,15.5867,14.2437,15.5867,1.4214,10.03,5.52,468348547.0,,
1631030400000,33832733,16.0572,16.1161,15.1946,15.5475,-0.0392,-0.25,6.26,540338062.0,,
1631116800000,16129171,15.4691,15.5475,15.1554,15.3318,-0.2157,-1.39,2.99,252049369.0,,
1631203200000,20443383,15.2926,16.0376,15.1554,15.2338,-0.098,-0.64,3.78,324932397.0,,
1631462400000,11511770,14.9495,15.5671,14.8613,14.9887,-0.2451,-1.61,2.13,176165656.0,,
1631548800000,9519036,14.9103,15.077,14.6162,14.6358,-0.3529,-2.35,1.76,143907622.0,,
1631635200000,8225013,14.5868,14.8221,14.3221,14.5672,-0.0686,-0.47,1.52,122036456.0,,
1631721600000,10352173,14.6946,14.9005,14.1653,14.2339,-0.3333,-2.29,1.92,153011839.0,,
1631808000000,10905277,14.2633,14.8907,14.2339,14.4594,0.2255,1.58,2.02,162252473.0,,
1632240000000,26567642,14.3613,15.8808,14.3613,15.5475,1.0881,7.53,4.92,416127263.0,,
1632326400000,27792608,15.9298,16.6258,15.5769,15.8024,0.2549,1.64,5.14,453721642.0,,
1632412800000,13203987,15.6161,15.8024,15.2436,15.3612,-0.4412,-2.79,2.44,208426765.0,,
1632672000000,21920771,15.4691,16.2729,15.4691,15.8808,0.5196,3.38,4.06,356302575.0,,
1632758400000,16173975,15.6847,16.3219,15.2926,15.969,0.0882,0.56,2.99,261904078.0,,
1632844800000,10770727,15.773,15.8416,15.4103,15.4397,-0.5293,-3.31,1.99,171337577.0,,
1632931200000,9540452,15.6847,15.9886,15.4103,15.5279,0.0882,0.57,1.77,152177166.0,,
1633622400000,9546223,15.7141,15.8808,15.1946,15.3906,-0.1373,-0.88,1.77,150348289.0,,
1633881600000,20909251,15.4789,15.6063,13.8516,13.9006,-1.49,-9.68,3.87,306085842.0,,
1633968000000,12858395,13.8026,14.0084,13.2242,13.4105,-0.4901,-3.53,2.38,177844949.0,,
1634054400000,6601445,13.4105,13.5477,12.9595,13.2438,-0.1667,-1.24,1.22,88789294.0,,
1634140800000,8534058,13.2536,13.7732,13.0379,13.7339,0.4901,3.7,1.58,117658044.0,,
1634227200000,5315417,13.6555,13.7045,13.3516,13.4889,-0.245,-1.78,0.98,73164145.0,,
1634486400000,6177243,13.4791,13.9202,13.2438,13.7438,0.2549,1.89,1.14,85718972.0,,
1634572800000,6181950,13.7438,13.9202,13.5281,13.5869,-0.1569,-1.14,1.14,86551430.0,,
1634659200000,5319316,13.5575,13.9006,13.5281,13.7536,0.1667,1.23,0.98,74635667.0,,
1634745600000,6858955,13.8124,13.881,13.5379,13.7732,0.0196,0.14,1.27,96045435.0,,
1634832000000,5015600,13.7732,13.8222,13.4791,13.4889,-0.2843,-2.06,0.93,69597372.0,,
1635091200000,7908845,13.4006,14.0378,13.4006,14.0182,0.5293,3.92,1.46,111547679.0,,
1635177600000,5048054,14.1359,14.1359,13.7928,13.979,-0.0392,-0.28,0.93,71882838.0,,
1635264000000,5765656,14.0967,14.0967,13.6653,13.8026,-0.1764,-1.26,1.07,81842383.0,,
1635350400000,30713124,13.7241,15.1848,13.7241,15.1848,1.3822,10.01,5.69,466566772.0,,
1635436800000,28361060,15.4691,15.4691,14.577,14.9397,-0.2451,-1.61,5.25,432627002.0,,
1635696000000,36861923,14.9397,16.4298,14.6064,16.0867,1.147,7.68,6.82,594581247.0,,
1635782400000,19135907,16.0376,16.567,15.7141,15.8612,-0.2255,-1.4,3.54,312722542.0,,
1635868800000,16851949,15.8122,16.5572,15.7828,15.9984,0.1372,0.87,3.12,277290416.0,,
1635955200000,22463323,16.1161,17.3316,15.92,16.7337,0.7353,4.6,4.16,380408523.0,,
1636041600000,17686918,16.5964,16.714,15.7828,15.8318,-0.9019,-5.39,3.27,290586301.0,,
1636300800000,12320586,15.8416,16.018,15.6455,15.8808,0.049,0.31,2.28,198965139.0,,
1636387200000,13076135,15.969,16.518,15.7436,16.2533,0.3725,2.35,2.42,215734238.0,,
1636473600000,10221043,16.1749,16.2239,15.6847,16.0376,-0.2157,-1.33,1.89,165784593.0,,
1636560000000,9739597,15.9494,16.5474,15.9494,16.4004,0.3628,2.26,1.8,162496298.0,,
1636646400000,38442054,16.3807,18.0276,16.3219,17.763,1.3626,8.31,7.12,686039266.0,,
1636905600000,58374347,18.1649,19.4981,17.8512,17.9002,0.1372,0.77,10.81,1120428251.0,,
1636992000000,27511866,18.5472,18.606,17.312,17.4983,-0.4019,-2.25,5.09,503598035.0,,
1637078400000,25118678,17.4689,17.9296,16.7729,17.763,0.2647,1.51,4.65,447894793.0,,
1637164800000,15979125,17.8414,18.0374,17.2728,17.4493,-0.3137,-1.77,2.96,287513476.0,,
1637251200000,10628825,17.4689,17.6453,17.214,17.3708,-0.0785,-0.45,1.97,188756079.0,,
1637510400000,17031659,17.4395,17.9002,17.2238,17.7532,0.3824,2.2,3.15,307231944.0,,
1637596800000,12904833,17.7728,18.3119,17.4003,17.9198,0.1666,0.94,2.39,235175489.0,,
1637683200000,12952772,17.9198,18.2825,17.4199,17.7238,-0.196,-1.09,2.4,234387443.0,,
1637769600000,25473651,18.4492,19.3707,18.0669,18.9001,1.1763,6.64,4.72,485996938.0,,
1637856000000,14957630,18.704,19.4589,18.3315,18.9099,0.0098,0.05,2.77,289307353.0,,
1638115200000,18916536,18.6256,19.949,18.459,19.2726,0.3627,1.92,3.5,374527876.0,,
1638201600000,10760225,19.2922,19.4883,18.655,18.8119,-0.4607,-2.39,1.99,208339346.0,,
1638288000000,8581673,18.7727,19.1942,18.7531,19.1354,0.3235,1.72,1.59,166280017.0,,
1638374400000,23250259,18.1453,18.606,17.6943,17.9884,-1.147,-5.99,4.3,430379238.0,,
1638460800000,18989761,18.3119,18.3119,17.0277,17.6355,-0.3529,-1.96,3.52,341072149.0,,
1638720000000,15433603,17.6355,17.763,17.067,17.2532,-0.3823,-2.17,2.86,273616157.0,,
1638806400000,11615948,17.214,17.6061,16.6356,16.8807,-0.3725,-2.16,2.15,200742057.0,,
1638892800000,14405017,17.1062,17.9002,16.7729,17.6257,0.745,4.41,2.67,257570878.0,,
1638979200000,7289782,17.6061,18.008,17.3022,17.4199,-0.2058,-1.17,1.35,129839292.0,,
1639065600000,10087897,17.3316,17.861,17.263,17.4493,0.0294,0.17,1.87,181517267.0,,
1639324800000,13994715,17.5963,18.9197,17.5669,18.5472,1.0979,6.29,2.59,263674538.0,,
1639411200000,52840612,19.0079,20.4,19.0079,20.4,1.8528,9.99,9.78,1088027089.0,,
1639497600000,63528207,20.2529,22.439,20.1059,21.8116,1.4116,6.92,11.76,1408011420.0,,
1639584000000,40482098,22.5174,22.7919,22.0076,22.2429,0.4313,1.98,7.49,921481931.0,,
1639670400000,29801133,22.537,23.0272,21.5665,22.2625,0.0196,0.09,5.52,682244604.0,,
1639929600000,30649208,22.39,23.733,22.0175,22.3508,0.0883,0.4,5.67,708680667.0,,
1640016000000,20523092,22.635,23.2526,22.439,22.7037,0.3529,1.58,3.8,476442676.0,,
1640102400000,21596483,22.7135,22.7429,21.841,21.9096,-0.7941,-3.5,4.0,489270599.0,,
1640188800000,18831174,22.0076,22.6644,21.3705,22.4684,0.5588,2.55,3.49,425737004.0,,
1640275200000,22181197,22.3704,23.1546,22.0763,22.6742,0.2058,0.92,4.11,516029835.0,,
1640534400000,43958465,22.8017,24.3113,21.1156,22.488,-0.1862,-0.82,8.14,1018471533.0,,
1640620800000,21331452,22.8017,22.8213,21.3999,22.1057,-0.3823,-1.7,3.95,479003563.0,,
1640707200000,20650060,22.0175,22.0665,21.1058,21.7822,-0.3235,-1.46,3.82,455396002.0,,
1640793600000,14271687,21.9488,22.2821,21.3705,22.0175,0.2353,1.08,2.64,318933683.0,,
1640880000000,22389344,22.3508,22.4782,21.292,21.4195,-0.598,-2.72,4.14,495800899.0,,
